wavelength,intensity
178.85863,17.620995621110854
179.23769583230757,27012.98628716294
179.6167331984804,1273.7462548974418
179.9957420823939,1168.0202811707766
180.3747224679233,1243.5388338326804
180.75367433894397,1195.710417146808
181.13259767933113,1147.8820004609356
181.51149247296019,1145.3647153722056
181.89035870370637,1188.1585618806178
182.26919635544505,1256.125259276331
182.6480054120515,1228.4351233002997
183.02678585740105,1263.6771145425214
183.40553767536898,1263.6771145425214
183.78426084983064,1354.2993777368058
184.16295536466131,1308.9882461396635
184.54162120373633,1308.9882461396635
184.92025835093094,1326.6092417607745
185.2988667901205,1301.436390873473
185.67744650518037,1346.7475224706154
186.05599747998573,1384.5067988015671
186.434519698412,1349.2648075593454
186.81301314433443,1454.9907812860106
187.19147780162837,1412.1969347775985
187.56991365416914,1470.0944918183914
187.94832068583193,1442.40435584236
188.32669888049222,1495.2673427056925
188.70504822202517,1522.9574786817238
189.08336869430616,1563.2340401014058
189.46166028121053,1510.3710532380733
189.83992296661353,1573.3031804563263
190.2181567343905,1538.0611892141046
190.59636156841674,1608.545171698548
190.97453745256755,1658.8908734731506
191.35268437071826,1585.889605899977
191.73080230674415,1633.7180225858492
192.10889124452058,1666.442728739341
192.48695116792277,1606.0278866098179
192.86498206082615,1595.9587462548975
193.2429839071059,1623.6488822309288
193.62095669063743,1704.2020050702927
193.99890039529598,1638.7525927633096
194.3768150049569,1684.0637243604517
194.75470050349554,1553.1648997464854
195.13255687478713,1633.7180225858492
195.51038410270698,1709.2365752477529
195.88818217113044,1611.0624567872783
196.2659510639328,1668.960013828071
196.6436907649894,1638.7525927633096
197.02140125817547,1734.4094261350542
197.39908252736643,1651.3390182069602
197.7767345564375,1696.6501498041023
198.15435732926403,1641.2698778520396
198.53195082972135,1606.0278866098179
198.90951504168467,1658.8908734731506
199.2870499490294,1676.5118690942613
199.66455553563083,1633.7180225858492
200.0420317853642,1616.0970269647385
200.41947868210494,1643.7871629407698
200.79689620972826,1741.9612814012446
201.17428435210954,1628.683452408389
201.551643093124,1648.82173311823
201.928972416647,1668.960013828071
202.3062723065539,1633.7180225858492
202.68354274671992,1762.0995621110856
203.06078372102044,1621.1315971421986
203.43799521333068,1575.8204655450565
203.81517720752606,1616.0970269647385
204.1923296874818,1573.3031804563263
204.56945263707325,1565.751325190136
204.9465460401757,1560.7167550126758
205.3236098806645,1492.7500576169625
205.70064414241492,1598.4760313436275
206.0776488093023,1563.2340401014058
206.45462386520188,1563.2340401014058
206.83156929398902,1595.9587462548975
207.20848507953906,1583.372320811247
207.58537120572726,1676.5118690942613
207.96222765642895,1658.8908734731506
208.33905441551943,1673.9945840055311
208.71585146687403,1658.8908734731506
209.092618794368,1704.2020050702927
209.46935638187674,1623.6488822309288
209.84606421327544,1575.8204655450565
210.22274227243955,1598.4760313436275
210.59939054324425,1656.3735883844204
210.9760090095649,1598.4760313436275
211.3525976552769,1578.3377506337865
211.72915646425542,1598.4760313436275
212.10568542037583,1636.2353076745794
212.4821845075134,1573.3031804563263
212.8586537095435,1600.9933164323577
213.2350930103414,1626.1661673196588
213.61150239378244,1661.4081585618806
213.9878818437419,1663.9254436506108
214.36423134409512,1643.7871629407698
214.7405508787173,1631.2007374971192
215.1168404314839,1593.4414611661673
215.49309998627015,1600.9933164323577
215.8693295269514,1608.545171698548
216.2455290374029,1583.372320811247
216.6216985015,1671.4772989168011
216.997837903118,1623.6488822309288
217.37394722613223,1616.0970269647385
217.75002645441793,1590.924176077437
218.1260755718505,1633.7180225858492
218.5020945623052,1616.0970269647385
218.87808340965734,1558.1994699239456
219.25404209778222,1633.7180225858492
219.62997061055518,1641.2698778520396
220.0058689318515,1573.3031804563263
220.38173704554654,1613.5797418760083
220.7575749355155,1646.3044480294998
221.1333825856338,1648.82173311823
221.5091599797767,1641.2698778520396
221.8849071018195,1563.2340401014058
222.26062393563754,1663.9254436506108
222.63631046510616,1628.683452408389
223.01196667410056,1641.2698778520396
223.38759254649617,1600.9933164323577
223.76318806616817,1663.9254436506108
224.138753216992,1608.545171698548
224.5142879828429,1671.4772989168011
224.88979234759617,1600.9933164323577
225.26526629512716,1626.1661673196588
225.64070980931115,1638.7525927633096
226.01612287402344,1611.0624567872783
226.39150547313938,1611.0624567872783
226.76685759053422,1701.6847199815625
227.14217921008333,1648.82173311823
227.51747031566197,1661.4081585618806
227.8927308911455,1616.0970269647385
228.2679609204092,1656.3735883844204
228.64316038732835,1631.2007374971192
229.01832927577829,1676.5118690942613
229.39346756963437,1636.2353076745794
229.7685752527718,1684.0637243604517
230.14365230906597,1608.545171698548
230.51869872239217,1595.9587462548975
230.89371447662572,1648.82173311823
231.2686995556419,1653.8563032956902
231.643653943316,1593.4414611661673
232.01857762352336,1676.5118690942613
232.39347058013934,1598.4760313436275
232.7683327970392,1590.924176077437
233.14316425809818,1653.8563032956902
233.51796494719167,1673.9945840055311
233.892734848195,1709.2365752477529
234.26747394498344,1621.1315971421986
234.64218222143228,1636.2353076745794
235.01685966141687,1628.683452408389
235.3915062488125,1598.4760313436275
235.76612196749448,1651.3390182069602
236.14070680133815,1606.0278866098179
236.5152607342187,1573.3031804563263
236.88978375001162,1631.2007374971192
237.26427583259206,1590.924176077437
237.63873696583542,1651.3390182069602
238.01316713361697,1653.8563032956902
238.38756631981207,1623.6488822309288
238.76193450829598,1691.615579626642
239.136271682944,1636.2353076745794
239.51057782763147,1636.2353076745794
239.8848529262337,1668.960013828071
240.25909696262596,1673.9945840055311
240.63330992068362,1656.3735883844204
241.0074917842819,1704.2020050702927
241.38164253729624,1699.1674348928325
241.75576216360184,1626.1661673196588
242.12985064707408,1598.4760313436275
242.50390797158815,1613.5797418760083
242.8779341210195,1618.6143120534684
243.25192907924335,1641.2698778520396
243.62589283013503,1658.8908734731506
243.99982535756993,1626.1661673196588
244.37372664542323,1643.7871629407698
244.74759667757033,1585.889605899977
245.12143543788648,1641.2698778520396
245.495242910247,1716.7884305139432
245.86901907852723,1643.7871629407698
246.24276392660246,1603.510601521088
246.616477438348,1694.1328647153723
246.99015959763918,1631.2007374971192
247.36381038835125,1709.2365752477529
247.7374297943596,1638.7525927633096
248.11101779953947,1648.82173311823
248.48457438776617,1648.82173311823
248.85809954291508,1661.4081585618806
249.23159324886146,1676.5118690942613
249.6050554894806,1616.0970269647385
249.97848624864787,1590.924176077437
250.3518855102385,1585.889605899977
250.72525325812785,1626.1661673196588
251.09858947619125,1673.9945840055311
251.4718941483039,1588.4068909887071
251.8451672583413,1666.442728739341
252.21840879017856,1663.9254436506108
252.59161872769113,1623.6488822309288
252.96479705475423,1663.9254436506108
253.33794375524317,1666.442728739341
253.71105881303333,1658.8908734731506
254.084142212,1648.82173311823
254.45719393601843,1653.8563032956902
254.83021396896402,1658.8908734731506
255.20320229471199,1613.5797418760083
255.57615889713767,1656.3735883844204
255.94908376011645,1666.442728739341
256.3219768675235,1578.3377506337865
256.6948382032343,1631.2007374971192
257.06766775112396,1648.82173311823
257.4404654950679,1623.6488822309288
257.81323141894154,1643.7871629407698
258.18596550661994,1741.9612814012446
258.55866774197864,1621.1315971421986
258.93133810889276,1631.2007374971192
259.3039765912377,1673.9945840055311
259.67658317288885,1613.5797418760083
260.04915783772134,1671.4772989168011
