wavelength,intensity
178.85863,17.620995621110854
179.23769583230757,27012.98628716294
179.6167331984804,1326.6092417607745
179.9957420823939,1354.2993777368058
180.3747224679233,1273.7462548974418
180.75367433894397,1288.8499654298225
181.13259767933113,1344.2302373818852
181.51149247296019,1379.472228624107
181.89035870370637,1331.6438119382346
182.26919635544505,1331.6438119382346
182.6480054120515,1283.8153952523624
183.02678585740105,1356.8166628255358
183.40553767536898,1399.610509333948
183.78426084983064,1427.3006453099792
184.16295536466131,1447.4389260198202
184.54162120373633,1487.715487439502
184.92025835093094,1449.9562111085504
185.2988667901205,1444.9216409310902
185.67744650518037,1540.5784743028348
186.05599747998573,1520.4401935929939
186.434519698412,1525.474763770454
186.81301314433443,1555.6821848352156
187.19147780162837,1548.1303295690252
187.56991365416914,1580.8550357225167
187.94832068583193,1580.8550357225167
188.32669888049222,1603.510601521088
188.70504822202517,1704.2020050702927
189.08336869430616,1691.615579626642
189.46166028121053,1721.8230006914036
189.83992296661353,1686.581009449182
190.2181567343905,1704.2020050702927
190.59636156841674,1719.3057156026734
190.97453745256755,1666.442728739341
191.35268437071826,1706.7192901590229
191.73080230674415,1704.2020050702927
192.10889124452058,1724.3402857801336
192.48695116792277,1752.030421756165
192.86498206082615,1739.4439963125144
193.2429839071059,1779.7205577321963
193.62095669063743,1714.2711454252133
193.99890039529598,1709.2365752477529
194.3768150049569,1832.583544595529
194.75470050349554,1741.9612814012446
195.13255687478713,1746.9958515787048
195.51038410270698,1809.9279787969579
195.88818217113044,1757.0649919336252
196.2659510639328,1797.3415533533073
196.6436907649894,1827.5489744180686
197.02140125817547,1784.7551279096565
197.39908252736643,1741.9612814012446
197.7767345564375,1804.8934086194977
198.15435732926403,1739.4439963125144
198.53195082972135,1754.5477068448952
198.90951504168467,1819.9971191518782
199.2870499490294,1772.168702466006
199.66455553563083,1779.7205577321963
200.0420317853642,1716.7884305139432
200.41947868210494,1789.789698087117
200.79689620972826,1736.9267112237842
201.17428435210954,1777.2032726434663
201.551643093124,1726.8575708688638
201.928972416647,1764.6168471998155
202.3062723065539,1762.0995621110856
202.68354274671992,1719.3057156026734
203.06078372102044,1744.4785664899746
203.43799521333068,1744.4785664899746
203.81517720752606,1729.3748559575938
204.1923296874818,1746.9958515787048
204.56945263707325,1711.753860336483
204.9465460401757,1764.6168471998155
205.3236098806645,1729.3748559575938
205.70064414241492,1696.6501498041023
206.0776488093023,1729.3748559575938
206.45462386520188,1757.0649919336252
206.83156929398902,1754.5477068448952
207.20848507953906,1696.6501498041023
207.58537120572726,1799.8588384420373
207.96222765642895,1736.9267112237842
208.33905441551943,1684.0637243604517
208.71585146687403,1729.3748559575938
209.092618794368,1784.7551279096565
209.46935638187674,1752.030421756165
209.84606421327544,1764.6168471998155
210.22274227243955,1699.1674348928325
210.59939054324425,1676.5118690942613
210.9760090095649,1754.5477068448952
211.3525976552769,1792.3069831758469
211.72915646425542,1754.5477068448952
212.10568542037583,1782.2378428209265
212.4821845075134,1699.1674348928325
212.8586537095435,1774.6859875547361
213.2350930103414,1726.8575708688638
213.61150239378244,1744.4785664899746
213.9878818437419,1746.9958515787048
214.36423134409512,1757.0649919336252
214.7405508787173,1754.5477068448952
215.1168404314839,1729.3748559575938
215.49309998627015,1774.6859875547361
215.8693295269514,1744.4785664899746
216.2455290374029,1739.4439963125144
216.6216985015,1689.098294537912
216.997837903118,1741.9612814012446
217.37394722613223,1759.5822770223554
217.75002645441793,1724.3402857801336
218.1260755718505,1807.4106937082277
218.5020945623052,1767.1341322885457
218.87808340965734,1696.6501498041023
219.25404209778222,1762.0995621110856
219.62997061055518,1769.651417377276
220.0058689318515,1799.8588384420373
220.38173704554654,1784.7551279096565
220.7575749355155,1749.513136667435
221.1333825856338,1752.030421756165
221.5091599797767,1746.9958515787048
221.8849071018195,1736.9267112237842
222.26062393563754,1719.3057156026734
222.63631046510616,1711.753860336483
223.01196667410056,1752.030421756165
223.38759254649617,1784.7551279096565
223.76318806616817,1789.789698087117
224.138753216992,1721.8230006914036
224.5142879828429,1741.9612814012446
224.88979234759617,1656.3735883844204
225.26526629512716,1754.5477068448952
225.64070980931115,1741.9612814012446
226.01612287402344,1757.0649919336252
226.39150547313938,1746.9958515787048
226.76685759053422,1724.3402857801336
227.14217921008333,1709.2365752477529
227.51747031566197,1736.9267112237842
227.8927308911455,1734.4094261350542
228.2679609204092,1704.2020050702927
228.64316038732835,1734.4094261350542
229.01832927577829,1762.0995621110856
229.39346756963437,1779.7205577321963
229.7685752527718,1769.651417377276
230.14365230906597,1804.8934086194977
230.51869872239217,1729.3748559575938
230.89371447662572,1777.2032726434663
231.2686995556419,1777.2032726434663
231.643653943316,1726.8575708688638
232.01857762352336,1729.3748559575938
232.39347058013934,1792.3069831758469
232.7683327970392,1774.6859875547361
233.14316425809818,1744.4785664899746
233.51796494719167,1754.5477068448952
233.892734848195,1762.0995621110856
234.26747394498344,1701.6847199815625
234.64218222143228,1779.7205577321963
235.01685966141687,1754.5477068448952
235.3915062488125,1734.4094261350542
235.76612196749448,1802.3761235307675
236.14070680133815,1752.030421756165
236.5152607342187,1716.7884305139432
236.88978375001162,1819.9971191518782
237.26427583259206,1794.824268264577
237.63873696583542,1757.0649919336252
238.01316713361697,1767.1341322885457
238.38756631981207,1804.8934086194977
238.76193450829598,1772.168702466006
239.136271682944,1724.3402857801336
239.51057782763147,1850.2045402166398
239.8848529262337,1754.5477068448952
240.25909696262596,1764.6168471998155
240.63330992068362,1746.9958515787048
241.0074917842819,1789.789698087117
241.38164253729624,1817.4798340631482
241.75576216360184,1845.1699700391796
242.12985064707408,1744.4785664899746
242.50390797158815,1734.4094261350542
242.8779341210195,1777.2032726434663
243.25192907924335,1764.6168471998155
243.62589283013503,1744.4785664899746
243.99982535756993,1719.3057156026734
244.37372664542323,1825.0316893293386
244.74759667757033,1759.5822770223554
245.12143543788648,1759.5822770223554
245.495242910247,1845.1699700391796
245.86901907852723,1792.3069831758469
246.24276392660246,1804.8934086194977
246.616477438348,1731.892141046324
246.99015959763918,1746.9958515787048
247.36381038835125,1779.7205577321963
247.7374297943596,1736.9267112237842
248.11101779953947,1825.0316893293386
248.48457438776617,1762.0995621110856
248.85809954291508,1835.100829684259
249.23159324886146,1777.2032726434663
249.6050554894806,1789.789698087117
249.97848624864787,1850.2045402166398
250.3518855102385,1807.4106937082277
250.72525325812785,1759.5822770223554
251.09858947619125,1709.2365752477529
251.4718941483039,1772.168702466006
251.8451672583413,1772.168702466006
252.21840879017856,1804.8934086194977
252.59161872769113,1711.753860336483
252.96479705475423,1797.3415533533073
253.33794375524317,1741.9612814012446
253.71105881303333,1762.0995621110856
254.084142212,1809.9279787969579
254.45719393601843,1797.3415533533073
254.83021396896402,1794.824268264577
255.20320229471199,1726.8575708688638
255.57615889713767,1777.2032726434663
255.94908376011645,1787.2724129983867
256.3219768675235,1719.3057156026734
256.6948382032343,1819.9971191518782
257.06766775112396,1789.789698087117
257.4404654950679,1769.651417377276
257.81323141894154,1819.9971191518782
258.18596550661994,1787.2724129983867
258.55866774197864,1731.892141046324
258.93133810889276,1741.9612814012446
259.3039765912377,1772.168702466006
259.67658317288885,1797.3415533533073
260.04915783772134,1789.789698087117
